"PASSENGERS","AIRLINE_ID","CARRIER","CARRIER_NAME","UNIQUE_CARRIER_NAME","ORIGIN_COUNTRY","ORIGIN_COUNTRY_NAME","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_AIRPORT_ID","DEST_COUNTRY","DEST_COUNTRY_NAME","DEST","DEST_CITY_NAME","DEST_AIRPORT_ID","YEAR","MONTH","QUARTER"
5139,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
5496,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","BCN","Barcelona, Spain",10517,2016,7,3
5687,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
5691,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
5859,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
5906,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","BCN","Barcelona, Spain",10517,2016,7,3
5937,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2016,7,3
6038,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
6056,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
6370,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2016,7,3
6481,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2016,7,3
6484,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
7130,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
7484,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
7686,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2016,7,3
7753,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
7777,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
7844,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
8618,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
10311,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2016,7,3
14389,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
16580,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,7,3
0,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
0,21629,"KD","Western Global","Western Global","US","United States","NC1","Gastonia, NC",13619,"ES","Spain","OZP","Moron, Spain",13998,2017,7,3
0,19554,"LH","Lufthansa German Airlines","Lufthansa German Airlines","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","VIT","Vitoria, Spain",15602,2017,7,3
5,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","HPN","White Plains, NY",12197,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
8,21568,"VJT","VistaJet Limited","VistaJet Limited","US","United States","AUS","Austin, TX",10423,"ES","Spain","IBZ","Ibiza, Spain",12274,2017,7,3
43,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","AUS","Austin, TX",10423,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
62,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SEA","Seattle, WA",14747,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
64,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
86,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
87,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
169,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
2181,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","OAK","Oakland, CA",13796,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
2227,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
2381,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
2407,20119,"UX","Air Europa","Air Europa","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
2503,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
2554,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
2672,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
2818,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","OAK","Oakland, CA",13796,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
4354,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
4709,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
4809,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
4834,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
5217,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","AGP","Malaga, Spain",10205,2017,7,3
5271,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
5431,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
5496,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
5674,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
5679,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
5842,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
5876,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
5959,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
6251,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
6280,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
6461,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
6523,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
6804,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
6958,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
7202,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
7336,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
7465,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
7521,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
7522,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2017,7,3
13988,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
16448,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,7,3
1,21568,"VJT","VistaJet Limited","VistaJet Limited","US","United States","HPN","White Plains, NY",12197,"ES","Spain","PMI","Palma Mallorca, Spain",14166,2015,8,3
34,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","AUS","Austin, TX",10423,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
61,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
81,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
117,20377,"X9","Omni Air Express","Omni Air International LLC","US","United States","GPT","Gulfport/Biloxi, MS",11973,"ES","Spain","ZXA","Rota, Spain",16334,2015,8,3
120,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
131,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
137,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
157,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
297,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
1578,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
3965,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
4216,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","AGP","Malaga, Spain",10205,2015,8,3
4760,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
4842,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
5174,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
5311,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
5344,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
5473,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
5496,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
5514,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
5663,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
5808,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
6181,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
6361,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
6396,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
6577,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
6626,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
6885,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
7410,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
7973,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
8303,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,8,3
9372,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
15019,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
18044,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,8,3
0,19917,"5X","United Parcel Service","United Parcel Service","US","United States","SDF","Louisville, KY",14730,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
2,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","SCQ","Santiago de Compostela, Spain",14721,2016,8,3
3,21035,"TIQ","Tyrolean Jet Service","Tyrolean Jet Service","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","PMI","Palma Mallorca, Spain",14166,2016,8,3
3,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MSP","Minneapolis, MN",13487,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
16,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
31,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
31,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
39,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
41,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MSP","Minneapolis, MN",13487,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
67,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
69,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
71,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","IAH","Houston, TX",12266,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
78,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
106,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
109,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAS","Las Vegas, NV",12889,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
148,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
154,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
374,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
1758,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
2553,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
4463,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","AGP","Malaga, Spain",10205,2016,8,3
4469,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
4787,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
4932,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
5123,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
5283,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
5314,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
5741,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
5821,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
6094,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
6133,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
6415,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
6483,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
6879,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
7018,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
7093,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
7163,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
7247,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
7330,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
8291,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
8344,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
8728,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
10089,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2016,8,3
14784,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
16703,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,8,3
0,21629,"KD","Western Global","Western Global","US","United States","NGU","Norfolk, VA",13667,"ES","Spain","ZXA","Rota, Spain",16334,2017,8,3
2,21646,"24Q","Blue Jet SP Z o o","Blue Jet SP Z o o","US","United States","BWI","Baltimore, MD",10821,"ES","Spain","IBZ","Ibiza, Spain",12274,2017,8,3
4,21646,"24Q","Blue Jet SP Z o o","Blue Jet SP Z o o","US","United States","LAS","Las Vegas, NV",12889,"ES","Spain","IBZ","Ibiza, Spain",12274,2017,8,3
4,21568,"VJT","VistaJet Limited","VistaJet Limited","US","United States","LAS","Las Vegas, NV",12889,"ES","Spain","TFS","Tenerife, Spain",15183,2017,8,3
8,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","IAH","Houston, TX",12266,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
28,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
31,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
38,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
45,21630,"1ZQ","Comlux Aruba NV","Comlux Aruba NV","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","AGP","Malaga, Spain",10205,2017,8,3
45,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SEA","Seattle, WA",14747,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
73,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","AUS","Austin, TX",10423,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
82,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
84,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
113,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
685,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","FLL","Fort Lauderdale, FL",11697,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
1683,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
