PASSENGERS,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,QUARTER,MONTH
4727,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13303,MIA,"Miami, FL",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,1
4835,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,1
4933,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,1
4941,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,12478,JFK,"New York, NY",US,United States,2017,1,1
5224,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,14100,PHL,"Philadelphia, PA",US,United States,2017,1,1
5356,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,11298,DFW,"Dallas/Fort Worth, TX",US,United States,2017,1,1
5880,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13303,MIA,"Miami, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,1
5908,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,1
6148,UX,20119,Air Europa,9482A,I,UX,Air Europa,13156,MAD,"Madrid, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,1
6342,UX,20119,Air Europa,9482A,I,UX,Air Europa,13303,MIA,"Miami, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,1
9521,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13156,MAD,"Madrid, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,1
9606,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13303,MIA,"Miami, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,1
10428,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,12478,JFK,"New York, NY",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,1
10939,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13156,MAD,"Madrid, Spain",ES,Spain,12478,JFK,"New York, NY",US,United States,2017,1,1
0,N8,20405,National Air Cargo Group Inc d/ba National Airlines,11049,I,N8,National Air Cargo Group Inc d/ba National Airlines,15606,VLC,"Valencia, Spain",ES,Spain,12917,LCK,"Columbus, OH",US,United States,2017,1,2
0,KAQ,20370,Kalitta Air LLC,16683,I,KAQ,Kalitta Air LLC,13156,MAD,"Madrid, Spain",ES,Spain,11057,CLT,"Charlotte, NC",US,United States,2017,1,2
0,KAQ,20370,Kalitta Air LLC,16683,I,KAQ,Kalitta Air LLC,13998,OZP,"Moron, Spain",ES,Spain,13087,LSV,"Las Vegas, NV",US,United States,2017,1,2
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,14027,PBI,"West Palm Beach/Palm Beach, FL",US,United States,2017,1,2
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2017,1,2
3,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,12889,LAS,"Las Vegas, NV",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,11618,EWR,"Newark, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,11618,EWR,"Newark, NJ",US,United States,2017,1,2
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12191,HOU,"Houston, TX",US,United States,2017,1,2
3,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,15167,TEB,"Teterboro, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
4,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10205,AGP,"Malaga, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2017,1,2
5,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,10721,BOS,"Boston, MA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
6,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10517,BCN,"Barcelona, Spain",ES,Spain,13398,MMU,"Morristown, NJ",US,United States,2017,1,2
7,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,15096,SYR,"Syracuse, NY",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
12,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,12266,IAH,"Houston, TX",US,United States,2017,1,2
14,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12266,IAH,"Houston, TX",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
26,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,14679,SAN,"San Diego, CA",US,United States,2017,1,2
32,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,14771,SFO,"San Francisco, CA",US,United States,2017,1,2
39,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,14771,SFO,"San Francisco, CA",US,United States,2017,1,2
40,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,10821,BWI,"Baltimore, MD",US,United States,2017,1,2
43,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13204,MCO,"Orlando, FL",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
46,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,13204,MCO,"Orlando, FL",US,United States,2017,1,2
50,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,14771,SFO,"San Francisco, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
85,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,14771,SFO,"San Francisco, CA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
87,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10721,BOS,"Boston, MA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
92,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,14679,SAN,"San Diego, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
105,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,12892,LAX,"Los Angeles, CA",US,United States,2017,1,2
130,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,12892,LAX,"Los Angeles, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
197,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,10397,ATL,"Atlanta, GA",US,United States,2017,1,2
300,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,14843,SJU,"San Juan, PR",US,United States,2017,1,2
1900,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,11618,EWR,"Newark, NJ",US,United States,2017,1,2
2134,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,11618,EWR,"Newark, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
2149,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,10397,ATL,"Atlanta, GA",US,United States,2017,1,2
2278,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,12478,JFK,"New York, NY",US,United States,2017,1,2
2473,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
2538,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12478,JFK,"New York, NY",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
2592,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13156,MAD,"Madrid, Spain",ES,Spain,13930,ORD,"Chicago, IL",US,United States,2017,1,2
2713,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,11618,EWR,"Newark, NJ",US,United States,2017,1,2
2835,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13930,ORD,"Chicago, IL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
3056,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,11298,DFW,"Dallas/Fort Worth, TX",US,United States,2017,1,2
3319,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,11618,EWR,"Newark, NJ",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
3400,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
3525,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,12478,JFK,"New York, NY",US,United States,2017,1,2
3594,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,12478,JFK,"New York, NY",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
3617,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
3658,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,14100,PHL,"Philadelphia, PA",US,United States,2017,1,2
3663,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,12478,JFK,"New York, NY",US,United States,2017,1,2
3890,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,2
3983,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,12478,JFK,"New York, NY",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
4260,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,12478,JFK,"New York, NY",US,United States,2017,1,2
4405,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13303,MIA,"Miami, FL",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
4686,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12478,JFK,"New York, NY",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,2
5097,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,2
5420,UX,20119,Air Europa,9482A,I,UX,Air Europa,13303,MIA,"Miami, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
5476,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13303,MIA,"Miami, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
5664,UX,20119,Air Europa,9482A,I,UX,Air Europa,13156,MAD,"Madrid, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,2
8708,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13303,MIA,"Miami, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
8728,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13156,MAD,"Madrid, Spain",ES,Spain,12478,JFK,"New York, NY",US,United States,2017,1,2
8754,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,13156,MAD,"Madrid, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2017,1,2
8775,IB,19547,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,12478,JFK,"New York, NY",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,2
0,KAQ,20370,Kalitta Air LLC,16683,I,KAQ,Kalitta Air LLC,13087,LSV,"Las Vegas, NV",US,United States,13998,OZP,"Moron, Spain",ES,Spain,2017,1,3
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,10994,CHS,"Charleston, SC",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
2,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12266,IAH,"Houston, TX",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
2,10Q,21407,Swiss Air Ambulance,71084,I,10Q,Swiss Air Ambulance,15606,VLC,"Valencia, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2017,1,3
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,12191,HOU,"Houston, TX",US,United States,16575,SLM,"Salamanca, Spain",ES,Spain,2017,1,3
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,10721,BOS,"Boston, MA",US,United States,2017,1,3
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12191,HOU,"Houston, TX",US,United States,2017,1,3
3,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,10423,AUS,"Austin, TX",US,United States,2017,1,3
3,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,12266,IAH,"Houston, TX",US,United States,2017,1,3
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15356,TTN,"Trenton, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
4,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,10623,BIO,"Bilbao, Spain",ES,Spain,10721,BOS,"Boston, MA",US,United States,2017,1,3
4,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,13891,ONT,"Ontario, CA",US,United States,2017,1,3
5,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10423,AUS,"Austin, TX",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
5,LDM,21569,Lauda Motion GmbH,71124,I,LDM,Lauda Motion GmbH,11973,GPT,"Gulfport/Biloxi, MS",US,United States,15183,TFS,"Tenerife, Spain",ES,Spain,2017,1,3
6,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10517,BCN,"Barcelona, Spain",ES,Spain,15096,SYR,"Syracuse, NY",US,United States,2017,1,3
8,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,10721,BOS,"Boston, MA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
8,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,12889,LAS,"Las Vegas, NV",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
15,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,14747,SEA,"Seattle, WA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
21,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,14679,SAN,"San Diego, CA",US,United States,2017,1,3
67,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13204,MCO,"Orlando, FL",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,3
69,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,12892,LAX,"Los Angeles, CA",US,United States,2017,1,3
77,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,14679,SAN,"San Diego, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
83,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,13204,MCO,"Orlando, FL",US,United States,2017,1,3
89,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,14771,SFO,"San Francisco, CA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,3
111,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10721,BOS,"Boston, MA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2017,1,3
116,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,14771,SFO,"San Francisco, CA",US,United States,2017,1,3
121,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,12892,LAX,"Los Angeles, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2017,1,3
